Incident ID,Incident Date,State,City Or County,Address,Killed,Injured,Latitude,Longitude
2753283,12/11/2023,Washington,Puyallup,11500 152nd St E,0,6,47.1849009,-122.29214
2753565,12/11/2023,Texas,Pearland,1014 N Main St,1,4,29.5639758,-95.2864299
2753236,11/11/2023,Virginia,Portsmouth,3500 block of Commonwealth Ave,0,4,36.8320081,-76.297699
2752208,10/11/2023,Missouri,Independence,18801 East 39th St S,1,3,39.0924792,-94.4137923
2752316,10/11/2023,Alabama,Birmingham,I-59 and Bush Blvd,0,4,33.5206824,-86.8024326
2747768,05/11/2023,Arizona,Phoenix,4300 N 21st Dr,0,4,33.4484367,-112.074141
2747938,05/11/2023,Indiana,Indianapolis,5905 Madison Ave,1,5,39.7683331,-86.1583502
2748473,05/11/2023,Texas,Hempstead,35028 Cameron Rd,0,7,30.0929491,-96.0806548
2748157,05/11/2023,Georgia,Atlanta,1090 Redford Dr SE,0,6,33.7489924,-84.3902644
2748070,05/11/2023,Washington,Tacoma,2708 6th Ave,2,3,47.2455013,-122.438329
2747734,05/11/2023,Colorado,Denver,5514 E 33rd Ave,2,3,39.7392364,-104.984862
2747153,04/11/2023,Ohio,Cleveland (Richmond Heights),500 block of Towne Ln,1,3,Not Found,Not Found
2748287,04/11/2023,Texas,Galveston,2100 block of The Strand,0,6,29.3872254,-94.992736
2746785,03/11/2023,Ohio,Cincinnati,Jones St and Wade St,1,5,39.1014537,-84.5124602
2744799,01/11/2023,Texas,Dallas,2300 block of 2nd Ave,0,5,32.7762719,-96.7968559
2745105,31/10/2023,California,Salinas,301 Chaparral St,0,7,36.6744117,-121.655037
2743289,30/10/2023,Minnesota,Minneapolis,901 Cedar Ave,0,4,44.9772995,-93.2654692
2743711,29/10/2023,North Carolina,Wilson,2331 US-301 S,0,4,35.7059114,-77.9175714
2742403,29/10/2023,Kansas,Dodge City,207 E Wyatt Earp Blvd,2,2,37.7527982,-100.0170787
2742030,29/10/2023,Florida,Tampa,1600 block of E 7th Ave,2,15,27.9477595,-82.458444
2742160,29/10/2023,Georgia,Atlanta,120 Piedmont Ave NE,1,3,33.7489924,-84.3902644
2742012,29/10/2023,Indiana,Indianapolis,5172 E 65th St,1,9,39.7683331,-86.1583502
2742143,29/10/2023,Illinois,Chicago,1258 S Pulaski Rd,0,15,41.8755616,-87.6244212
2743269,29/10/2023,Mississippi,Wiggins,195 Old Hwy 49 S,1,3,30.858244,-89.1353283
2743031,29/10/2023,California,Azusa,5400 block of N Banewell Ave,0,4,34.1338751,-117.9056046
2742572,28/10/2023,New Mexico,Las Cruces,3000 block of Dyer St,0,7,32.3140354,-106.779807
2742231,28/10/2023,Louisiana,Lake Charles,Bruce Dr and Opelousas St,0,6,30.2305095,-93.2169807
2742471,28/10/2023,California,Chula Vista,2015 Birch Rd,0,4,32.6400541,-117.084195
2742414,28/10/2023,Georgia,Decatur,3300 block of Glenwood Rd,0,4,30.8736613,-84.5740953
2741453,28/10/2023,Illinois,Chicago,2000 block of N Lorel Ave,0,4,41.8755616,-87.6244212
2741772,28/10/2023,Maryland,Cumberland,20 S Mechanic St,1,3,39.6526498,-78.762383
2741949,28/10/2023,Texas,Texarkana,700 block of N Stateline Ave,3,3,33.44667445,-94.07714830522015
2746094,27/10/2023,Arkansas,Little Rock,7620 Baseline Rd,1,4,34.7465071,-92.2896267
2741490,27/10/2023,Ohio,Mansfield,810 Ferndale Rd,2,4,40.75839,-82.5154471
2739575,26/10/2023,North Carolina,Clinton,10310 Garland Hwy,5,0,34.9979453,-78.3233325
2738185,25/10/2023,Maine,Lewiston,24 Mollison Way,18,13,44.1004515,-70.2150294
2737798,24/10/2023,North Carolina,Greenville,1500 SW Greenville Blvd,1,3,35.613224,-77.3724593
2736792,23/10/2023,Illinois,Chicago,6140 S Justine St,1,3,41.8755616,-87.6244212
2737647,23/10/2023,Colorado,Durango,149 S Camino del Rio,1,3,37.2769484,-107.8766
2735504,22/10/2023,Mississippi,Meridian,2409 5th St,1,3,32.3643098,-88.703656
2735299,22/10/2023,Arkansas,Pine Bluff,200 University Dr,1,3,34.2157064,-92.0140402
2735026,21/10/2023,Texas,College Station,2501 Texas Ave S,0,4,30.6183939,-96.3455991
2735343,21/10/2023,Texas,Borger,718 N Main St,1,3,35.6689767,-101.3919481
2735073,21/10/2023,California,Santa Maria,1000 block of N School St,1,3,34.9531295,-120.435857
2735271,21/10/2023,North Carolina,Fayetteville,1520 Slater Ave,1,3,35.0525759,-78.878292
2735817,21/10/2023,Louisiana,Monroe,3100 block of Renwick St,1,5,32.5025471,-92.116219
2735260,21/10/2023,California,Oakley,487 Shannon Way,1,3,37.9974219,-121.7124536
2734098,20/10/2023,Nebraska,Lincoln,13th St and O St,0,4,40.8088861,-96.7077751
2735403,20/10/2023,Louisiana,Alexandria,1900 block of Kelly St,0,4,31.3119463,-92.4453558
2733549,19/10/2023,Washington,Toppenish,200 block of Pearne St,3,1,46.3775015,-120.308938
2733136,18/10/2023,Ohio,Columbus,200 block of Winner Ave,0,4,39.9622601,-83.0007065
2732484,17/10/2023,Georgia,Augusta,2 Greene St,0,4,33.4709714,-81.9748429
2731511,16/10/2023,Maryland,Severn,1159 Reece Rd,0,4,39.1354665,-76.70062377708201
2731681,16/10/2023,California,Los Angeles,4410 Lankershim Blvd,3,1,34.0536909,-118.242766
2731021,15/10/2023,South Carolina,Barnwell,Quail Rd and Patterson Rd,1,5,33.2641009,-81.4190808
2730602,15/10/2023,Minnesota,Minneapolis,400 block of N 3rd Ave,0,4,44.9772995,-93.2654692
2729845,14/10/2023,Colorado,Denver,12445 E 39th Ave,3,3,39.7392364,-104.984862
2730782,13/10/2023,Mississippi,Cleveland,1823 S Chrisman Ave,2,2,33.7440023,-90.7248187
2729811,13/10/2023,Missouri,Kansas City,E 10th St and Indiana Ave,0,5,39.100105,-94.5781416
2728246,12/10/2023,Minnesota,Princeton,225 190th Ave NE,0,5,45.5698156,-93.5803054
2727876,10/10/2023,Wisconsin,Madison,116 Milky Way,1,3,43.074761,-89.3837613
2725771,08/10/2023,Illinois,Chicago,316 W Erie St,0,8,41.8755616,-87.6244212
2725838,08/10/2023,Pennsylvania,Indiana,640 N 5th Ave,1,8,40.6424116,-79.1262839
2726444,08/10/2023,Louisiana,Gonzales,616 N Tobey Ave,1,4,30.2385294,-90.9200987
2725206,07/10/2023,Illinois,Chicago,5012 N Winthrop Ave,0,4,41.8755616,-87.6244212
2725669,07/10/2023,California,Inglewood,3333 W Manchester Blvd,2,3,33.9562003,-118.353132
2725422,06/10/2023,Nevada,Reno,10640 N McCarran Blvd,0,7,39.5261206,-119.8126581
2725126,06/10/2023,South Carolina,Florence,1100 block of Oakland Ave,0,4,34.1984435,-79.7671658
2725133,06/10/2023,District of Columbia,Washington,100 block of Quincy Pl NE,0,5,38.8950368,-77.0365427
2723247,04/10/2023,Pennsylvania,Philadelphia,7500 block of Whitaker Ave,0,4,39.9527237,-75.1635262
2723237,04/10/2023,Minnesota,Saint Paul,1200 block of Hazelwood St,1,3,44.9497487,-93.0931028
2723347,04/10/2023,California,Los Angeles,S Central Ave and E 90th St,1,4,34.0536909,-118.242766
2722363,03/10/2023,Maryland,Baltimore,1800 Argonne Dr,0,5,39.2908816,-76.610759
2720893,02/10/2023,Pennsylvania,Philadelphia,6115 Shelbourne St,3,1,39.9527237,-75.1635262
2720910,01/10/2023,Ohio,Toledo,500 block of Leach St,0,4,41.6529143,-83.5378173
2720112,01/10/2023,Kentucky,Lexington,125 N Mill St,0,4,38.0464066,-84.4970393
2720476,01/10/2023,Illinois,Chicago,50 block of S Whipple St,2,2,41.8755616,-87.6244212
2720136,01/10/2023,Nebraska,Omaha,N 24th St and Decatur St,1,5,41.2587459,-95.9383758
2720311,01/10/2023,Texas,Houston,8700 block of Cypressbrook Dr,2,2,29.7589382,-95.3676974
2720526,01/10/2023,New Jersey,Jersey City,260 Culver Ave,0,5,40.7215682,-74.047455
2720419,30/09/2023,Texas,Laredo,717 E Travis St,0,4,27.5075005,-99.5069922
2720128,30/09/2023,California,San Pedro,1230 N Park Western Dr,1,3,33.7358518,-118.2922934
2719793,29/09/2023,Louisiana,Lake Charles,2212 Broad St,1,3,30.2305095,-93.2169807
2717131,27/09/2023,District of Columbia,Washington,2423 14th St NE,2,3,38.8950368,-77.0365427
2715316,25/09/2023,Texas,Dallas,4800 block of Elsie Faye Heggins St,1,3,32.7762719,-96.7968559
2715722,25/09/2023,Florida,Jacksonville,4229 Moncrief Rd W,0,6,30.3321838,-81.655651
2714225,24/09/2023,Oklahoma,Oklahoma City,SW 26th St and S Agnew Ave,0,4,35.4729886,-97.5170536
2714677,24/09/2023,South Carolina,Columbia,225 Saddletrail Rd,3,1,34.0003117,-81.0331309
2714319,23/09/2023,Florida,Jacksonville,8846 A C Skinner Pkwy,3,1,30.3321838,-81.655651
2714462,23/09/2023,Tennessee,Covington,2951 Hwy 51 N,1,4,35.5642474,-89.6464672
2713920,23/09/2023,Virginia,Chesapeake,1300 block of Drayton Rd,1,4,36.7168315,-76.2494453
2713404,23/09/2023,California,Downey,11018 Downey Ave,0,4,33.9404441,-118.1292846
2714081,23/09/2023,District of Columbia,Washington,1360 H St NE,1,3,38.8950368,-77.0365427
2713409,22/09/2023,California,Pomona,1500 E 1st St,1,4,34.0553813,-117.7517496
2713882,22/09/2023,Minnesota,Minneapolis,Lake St and Lyndale Ave,0,4,44.9772995,-93.2654692
2710366,18/09/2023,North Carolina,Spring Lake,214 S 6th St,1,3,35.1679396,-78.9728056
2709172,18/09/2023,North Carolina,Charlotte,200 block of N Tryon St,0,4,35.2272086,-80.8430827
2708996,17/09/2023,Massachusetts,Boston,50 Ames St,0,5,42.3554334,-71.060511
2708659,17/09/2023,Texas,El Paso,12300 Tierra Inca Dr,2,3,31.7601164,-106.4870404
2709153,17/09/2023,Illinois,Romeoville,512 Concord Ave,5,0,41.6475306,-88.0895061
2708490,16/09/2023,Indiana,South Bend,Huron St and Philippa St,0,4,41.6833813,-86.2500066
2708514,16/09/2023,Colorado,Denver,1946 Market St,0,5,39.7392364,-104.984862
2710554,15/09/2023,Mississippi,Tchula,14592 Martin Luther King Dr,1,6,33.1829034,-90.2228629
2706325,13/09/2023,Pennsylvania,Philadelphia,W York St and N Marshall St,0,4,39.9527237,-75.1635262
2704430,11/09/2023,Florida,Palm Bay,1200 Hadley Cir SE,0,4,27.9946969,-80.6366144
2703680,10/09/2023,Michigan,Detroit,8600 block of Rosemont Ave,2,2,42.3315509,-83.0466403
2703436,10/09/2023,Indiana,Indianapolis,800 block of W 29th St,0,5,39.7683331,-86.1583502
2704593,10/09/2023,New Jersey,Jersey City,Martin Luther King Dr and Orient Ave,0,5,40.7215682,-74.047455
2702902,09/09/2023,Illinois,Chicago,6500 block of S King Dr,0,4,41.8755616,-87.6244212
2703975,09/09/2023,South Carolina,Rock Hill,800 block of Brunswick Dr,0,4,34.9248667,-81.0250784
2701771,07/09/2023,Texas,Dallas,5300 block of Colonial Ave,1,3,32.7762719,-96.7968559
2700661,06/09/2023,New York,Brooklyn,56 Marcus Garvey Blvd,0,4,40.6526006,-73.9497211
2701037,06/09/2023,Mississippi,Jackson,3400 block of Lampton Ave,1,3,32.2998686,-90.1830408
2701233,06/09/2023,Texas,El Paso (Socorro),253 Flor Margarita Blvd,0,4,Not Found,Not Found
2699229,05/09/2023,Illinois,Chicago,4718 W Gladys Ave,0,4,41.8755616,-87.6244212
2699475,04/09/2023,Georgia,Dublin,100 block of E Jackson St,1,3,32.5404447,-82.903754
2698496,04/09/2023,Alabama,Birmingham,930 5th Ave N,2,3,33.5206824,-86.8024326
2698171,03/09/2023,Georgia,Atlanta,3516 Adkins Rd NW,0,5,33.7489924,-84.3902644
2698160,03/09/2023,Illinois,Freeport,300 block of E Pleasant St,1,3,42.2966861,-89.6212271
2698786,03/09/2023,North Carolina,High Point,2900 block of Creekview Ct,1,3,35.9556924,-80.0053176
2698107,03/09/2023,Texas,Galveston,4002 Mendocino Dr,2,2,29.3872254,-94.992736
2697278,02/09/2023,Massachusetts,Lynn,189 Essex St,2,5,42.466763,-70.9494939
2695354,30/08/2023,Illinois,Peoria,2217 W Marquette Ave,1,4,40.6938609,-89.5891008
2695977,30/08/2023,Texas,Houston,2800 block of Chimney Rock Rd,0,4,29.7589382,-95.3676974
2694045,29/08/2023,New York,Rochester,15 Savannah St,0,4,43.157285,-77.615214
2692290,27/08/2023,Ohio,Mansfield,137 Blymyer Ave,1,3,40.75839,-82.5154471
2691802,27/08/2023,Kentucky,Louisville,301 Market St,2,4,38.2542376,-85.759407
2692120,27/08/2023,Michigan,Detroit,11644 Cloverdale St,1,4,42.3315509,-83.0466403
2691769,27/08/2023,Ohio,Cleveland,11500 block of St Mark Ave,0,4,41.4996574,-81.6936772
2692512,27/08/2023,Colorado,Pueblo,1200 block of Berwind Ave,1,3,38.263995,-104.6141867
2691275,26/08/2023,Utah,Orem,360 S State St,0,5,40.2981599,-111.6944313
2690924,26/08/2023,Massachusetts,Boston,10 Talbot Ave,0,7,42.3554334,-71.060511
2692026,26/08/2023,Mississippi,Ripley,100 block of Peacock Holler,0,4,34.7307014,-88.9488276
2690914,25/08/2023,Florida,Tallahassee,1303 Ocala Rd,0,4,30.4380832,-84.2809332
2690809,25/08/2023,California,Pasadena,151 E Orange Grove Blvd,0,5,34.1476507,-118.144155
2690239,24/08/2023,Ohio,Hartville,13305 Carnation Ave NW,4,0,40.9636685,-81.3312195
2688942,23/08/2023,California,Trabuco Canyon,19152 Santiago Canyon Rd,3,5,33.6626232,-117.58938
2688888,23/08/2023,Ohio,Warren (Howland),Highlawn Ave SE,0,4,41.2389397,-80.7490244
2688256,22/08/2023,Illinois,Chicago,1521 S Trumbull Ave,1,3,41.8755616,-87.6244212
2686943,21/08/2023,Pennsylvania,Upper Darby,635 Long Lane,1,3,39.9284459,-75.2737955
2687693,21/08/2023,New York,Valley Stream,89 Ocean Ave,1,3,40.6631362,-73.7056955
2687319,20/08/2023,Texas,Denison,1100 block of W Owings St,1,3,33.7556593,-96.536658
2686454,20/08/2023,Wisconsin,Milwaukee,S 12th St and W Mitchell St,0,4,43.0386475,-87.9090751
2686221,20/08/2023,Minnesota,Minneapolis,814 E Franklin Ave,0,9,44.9772995,-93.2654692
2686543,20/08/2023,Georgia,Louisville,1000 block of Handy St,0,5,33.0015407,-82.4112377
2685998,20/08/2023,Washington,Seattle,2205 Rainier Ave S,3,6,47.6038321,-122.330062
2686047,19/08/2023,Wisconsin,Milwaukee,S 14th St and W Burnham St,0,9,43.0386475,-87.9090751
2685196,19/08/2023,Pennsylvania,Philadelphia,500 block of N Creighton St,1,8,39.9527237,-75.1635262
2685332,19/08/2023,Georgia,Macon,834 Woodard Ave,1,3,32.8406946,-83.6324022
2686338,19/08/2023,Delaware,Wilmington,300 block of Chapel St,0,4,39.7459468,-75.546589
2684327,18/08/2023,Virginia,Norfolk,1510 E Brambleton Ave,0,4,36.8493695,-76.2899539
2685046,18/08/2023,Illinois,Chicago,3500 block of W 13th Pl,0,4,41.8755616,-87.6244212
2684071,16/08/2023,Louisiana,Alexandria,2900 block of Levin St,1,4,31.3119463,-92.4453558
2683130,16/08/2023,Illinois,East Saint Louis,N 38th St and Audubon Ave,1,4,38.6268666,-90.159707
2683213,16/08/2023,Oklahoma,Oklahoma City,7405 NW 5th Terrace,4,0,35.4729886,-97.5170536
2682756,16/08/2023,Kentucky,Louisville,1800 block of W Muhammad Ali Blvd,0,4,38.2542376,-85.759407
2681831,15/08/2023,Tennessee,Clarksville,2655 Union Hall Rd,0,5,36.5277607,-87.3588703
2680467,13/08/2023,Tennessee,Memphis,Peabody Pl and S B B King Blvd,0,8,35.1460249,-90.0517638
2679624,13/08/2023,Ohio,Cincinnati,2300 block of Flora St,0,4,39.1014537,-84.5124602
2680270,13/08/2023,Illinois,Chicago,5700 block of S Payne Dr,1,3,41.8755616,-87.6244212
2679865,13/08/2023,Illinois,Rockford,600 block of Fisher Ave,0,7,42.2713945,-89.093966
2680526,13/08/2023,Illinois,Chicago,100 block of W Division St,0,4,41.8755616,-87.6244212
2680362,13/08/2023,Pennsylvania,Harrisburg,Cranberry St and N 2nd St,0,4,40.2663107,-76.8861122
2679878,12/08/2023,Michigan,Grand Rapids,Dickinson St SE and Madison Ave SE,0,4,42.9632425,-85.6678639
2678953,12/08/2023,Washington,Bothell,2005 185th Pl SE,1,3,47.7623204,-122.2054035
2678825,11/08/2023,Minnesota,Minneapolis,2220 16th Ave S,1,6,44.9772995,-93.2654692
2678274,11/08/2023,Pennsylvania,Philadelphia,800 Diamond St,3,1,39.9527237,-75.1635262
2678650,11/08/2023,Arkansas,Pine Bluff,1601 S Cherry St,0,4,34.2157064,-92.0140402
2676883,10/08/2023,Washington,Lynnwood,SW 164th St and W 48th Pl,4,1,47.8278656,-122.3053932
2675914,09/08/2023,Illinois,Crystal Lake,5805 Wild Plum Rd,3,1,42.2411344,-88.3161965
2677365,09/08/2023,Pennsylvania,Pittsburgh,2176 Webster Ave,0,4,40.4416941,-79.9900861
2673981,06/08/2023,Pennsylvania,Philadelphia,200 W 65th Ave,0,5,39.9527237,-75.1635262
2673152,06/08/2023,Texas,Edinburg,5120 S Raul Longoria Rd,0,7,26.3013982,-98.1624501
2672766,05/08/2023,District of Columbia,Washington,Good Hope Rd SE and 16th St SE,3,2,38.8950368,-77.0365427
2672510,05/08/2023,Louisiana,Lafayette,106 S General Marshall St,1,4,30.2262187,-92.0178202
2673896,05/08/2023,Missouri,Kansas City,E 16th St and Grand Blvd,0,4,39.100105,-94.5781416
2671589,03/08/2023,California,Los Angeles,8805 S Hoover St,0,4,34.0536909,-118.242766
2673196,02/08/2023,Arkansas,Pine Bluff,Lilac St,0,5,34.2157064,-92.0140402
2670331,02/08/2023,Illinois,Chicago,1249 W 81st St,1,3,41.8755616,-87.6244212
2668365,31/07/2023,Mississippi,Columbus,2520 5th St N,0,4,33.4956744,-88.4272627
2666859,30/07/2023,Illinois,Chicago,1500 block of S Keeler Ave,1,8,41.8755616,-87.6244212
2667118,30/07/2023,Michigan,Lansing,1300 block of W Holmes Rd,0,5,42.7338254,-84.5546295
2667537,30/07/2023,Texas,Port Arthur,711 Procter St,0,7,29.8716577,-93.9332302
2666933,30/07/2023,Indiana,Muncie,900 block of E Willard St,1,17,40.1936892,-85.3865271
2668556,30/07/2023,Massachusetts,Springfield,Leyfred Terr,0,4,42.1018764,-72.5886727
2667046,29/07/2023,California,Los Angeles,2121 E 99th Pl,1,3,34.0536909,-118.242766
2666201,28/07/2023,Florida,Tampa,E Shadowlawn Ave and N 36th St,1,3,27.9477595,-82.458444
2666500,28/07/2023,Florida,Fort Lauderdale,NW 19th St and MLK Jr Ave,0,4,26.1223084,-80.1433786
2666189,28/07/2023,Washington,Seattle,9232 Rainier Ave S,0,5,47.6038321,-122.330062
2666195,28/07/2023,Illinois,Chicago Heights (Ford Heights),1400 block of Senator Ln,1,4,41.506424,-87.5917092
2663533,25/07/2023,Pennsylvania,Pittsburgh,Nicholas St and Jacob St,0,5,40.4416941,-79.9900861
2662351,24/07/2023,Oklahoma,Tulsa,11107 E Brady St,3,1,36.1563122,-95.9927516
2662711,24/07/2023,New York,Bronx,255 E Burnside Ave,1,3,40.8466508,-73.8785937
2661359,23/07/2023,Florida,Tampa,7402 N 56th St,0,5,27.9477595,-82.458444
2661332,23/07/2023,Alabama,Birmingham,1700 block of Third Ave W,0,4,33.5206824,-86.8024326
2661056,23/07/2023,Texas,Houston,9261 Gulf Fwy,1,4,29.7589382,-95.3676974
2661505,23/07/2023,Texas,Dallas,3300 block of Sheila Lane,1,3,32.7762719,-96.7968559
2661000,23/07/2023,Washington,Seattle,Broadway and E Pike St,1,2,47.6038321,-122.330062
2660299,22/07/2023,Arizona,Glendale,6761 N Sunset Blvd,0,4,33.5386858,-112.185994
2660568,22/07/2023,North Carolina,Wade,4001 Pembroke Lane,1,3,35.1629419,-78.7361323
2660217,22/07/2023,Illinois,Chicago,1400 block of S Spaulding Ave,1,4,41.8755616,-87.6244212
2661182,22/07/2023,Florida,Daytona Beach,611 Seabreeze Blvd,0,4,29.2108147,-81.0228331
2660674,22/07/2023,Tennessee,Memphis,2965 Meadows Lane,1,4,35.1460249,-90.0517638
2659968,21/07/2023,Louisiana,Marrero,6700 block of Mather Dr,1,3,29.8993723,-90.1003506
2658784,20/07/2023,North Carolina,Greensboro,1900 block of Brice St,1,3,36.0726355,-79.7919754
2658701,19/07/2023,Texas,Houston,6200 block of Luce St,2,3,29.7589382,-95.3676974
2657179,18/07/2023,Pennsylvania,Philadelphia,500 block of E Wyoming Ave,0,5,39.9527237,-75.1635262
2657041,17/07/2023,District of Columbia,Washington,1200 block of Barnaby Terrace SE,0,4,38.8950368,-77.0365427
2656524,17/07/2023,South Carolina,Columbia,4200 block of Wentworth Dr,1,3,34.0003117,-81.0331309
2654137,16/07/2023,Illinois,Chicago,4000 block of W Washington Blvd,1,4,41.8755616,-87.6244212
2654540,16/07/2023,California,Los Angeles,2000 block of E 115th St,1,4,34.0536909,-118.242766
2654280,16/07/2023,Texas,Dallas,Al Lipscomb Way and Meadow St,1,4,32.7762719,-96.7968559
2653407,15/07/2023,Pennsylvania,Homestead (Munhall),1129 Ravine St,1,3,40.4069296,-79.903113850236
2655985,15/07/2023,Mississippi,Clarksdale,400 block of Andrews St,0,4,34.2006479,-90.5702071
2653609,15/07/2023,Georgia,Hampton,92 Dogwood Lakes Dr,4,3,33.3870578,-84.2829784
2654370,15/07/2023,Florida,Fort Lauderdale,3170 NW 2nd St,1,3,26.1223084,-80.1433786
2653963,15/07/2023,Tennessee,Memphis,3400 block of Ridgemont Ave,1,4,35.1460249,-90.0517638
2653974,15/07/2023,Louisiana,Shreveport,400 Commerce St,1,6,32.5135356,-93.7477839
2652749,14/07/2023,Maryland,Bladensburg,4300 block of Bladensburg Rd,0,5,38.9392997,-76.9337983
2653198,14/07/2023,North Dakota,Fargo,901 25th St S,1,3,46.877229,-96.789821
2651377,13/07/2023,Maryland,Silver Spring,14324 Layhill Rd,0,5,38.9959461,-77.0276231
2651632,13/07/2023,Texas,El Paso,1160 Airway Blvd,2,4,31.7601164,-106.4870404
2652321,13/07/2023,Illinois,East Saint Louis,500 block of N 27th St,1,4,38.6268666,-90.159707
2654191,12/07/2023,Georgia,Lagrange,Whitesville St and Bell St,0,4,33.039291,-85.0313269
2650004,11/07/2023,New York,Bronx,25 E 193rd St,0,4,40.8466508,-73.8785937
2650456,11/07/2023,Texas,Dallas,8200 block of Willoughby Blvd,0,6,32.7762719,-96.7968559
2648182,09/07/2023,North Carolina,Wadesboro,1205 N Greene St,1,6,34.9681767,-80.07674
2648002,09/07/2023,Texas,Amarillo,4515 S Georgia St,2,5,35.20729,-101.8371192
2648055,09/07/2023,Ohio,Cleveland,W 6th St and Johnson Ct,0,9,41.4996574,-81.6936772
2647888,09/07/2023,Iowa,Dubuque,2506 Broadway St,1,3,42.5006243,-90.6647985
2649242,09/07/2023,Alabama,Montgomery,300 block of Gardendale Dr,1,6,32.37742,-86.3091683
2647298,08/07/2023,New York,Brooklyn,Ashford St and Arlington Ave,1,3,40.6526006,-73.9497211
2647621,08/07/2023,California,Indio,41900 block of Napoli St,1,3,33.7192808,-116.2188054
2647307,08/07/2023,Indiana,Gary,939 E 21st Ave,1,3,41.6020962,-87.3370646
2647516,08/07/2023,Maryland,Baltimore,900 block of Greenmount Ave,2,2,39.2908816,-76.610759
2648440,08/07/2023,Texas,Dallas,1600 block of Pompano Beach Dr,1,3,32.7762719,-96.7968559
2647013,07/07/2023,Illinois,Chicago,1600 block of W Howard St,0,5,41.8755616,-87.6244212
2646865,07/07/2023,Texas,El Paso,4516 Swan Dr,0,8,31.7601164,-106.4870404
2644586,05/07/2023,Florida,Fort Lauderdale,2960 NW 19th St,0,5,26.1223084,-80.1433786
2643648,05/07/2023,Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,1,6,38.366027,-75.6009964
2644078,05/07/2023,Michigan,Lansing,S Washington Sq,0,4,42.7338254,-84.5546295
2643671,05/07/2023,Illinois,Chicago,5600 block of S Ada St,1,4,41.8755616,-87.6244212
2644352,05/07/2023,Ohio,Cleveland,4000 block of E 150th St,2,2,41.4996574,-81.6936772
2643453,05/07/2023,District of Columbia,Washington,4700 block of Meade St NE,0,9,38.8950368,-77.0365427
2643630,05/07/2023,Massachusetts,Boston,33 Edgewater Dr,0,5,42.3554334,-71.060511
2643676,05/07/2023,New Jersey,Paterson,49 Jersey St,2,3,40.9167654,-74.171811
2644627,05/07/2023,Michigan,Flint,2800 block of Mallery St,0,4,43.0161693,-83.6900211
2643322,04/07/2023,Maryland,Edgewood,600 block of Harr Park Ct,0,4,39.420929900000004,-76.290156803972
2642527,04/07/2023,Ohio,Akron,700 E Exchange St,0,4,41.083064,-81.518485
2642489,04/07/2023,Michigan,Lansing,6520 Mercantile Way,0,5,42.7338254,-84.5546295
2643549,04/07/2023,California,Hayward,400 block of Ranker Place,0,5,37.6688205,-122.080796
2643602,04/07/2023,Louisiana,Shreveport,2000 block of Pearl Ave,4,7,32.5135356,-93.7477839
2642484,04/07/2023,North Carolina,Charlotte,5300 block of Park Brook Dr,0,4,35.2272086,-80.8430827
2642843,03/07/2023,Minnesota,Truman,,0,4,43.8277419,-94.4389338
2642262,03/07/2023,Texas,Fort Worth,2100 block of Christine Ave,0,4,32.753177,-97.3327459
2642472,03/07/2023,Texas,Fort Worth,Diaz Ave and Horne St,3,8,32.753177,-97.3327459
2642495,03/07/2023,Indiana,Indianapolis,3200 block of Forest Manor Ave,1,3,39.7683331,-86.1583502
2645345,03/07/2023,Indiana,Michigan City,1100 block of Salem St,0,4,41.7075394,-86.8950297
2642785,03/07/2023,Missouri,Saint Ann,4116 Jane Ave,3,1,38.7272735,-90.3831719
2642071,03/07/2023,Pennsylvania,Philadelphia,5700 block of Warrington Ave,5,2,39.9527237,-75.1635262
2640311,02/07/2023,Kansas,Wichita,222 N Washington St,0,9,37.6922361,-97.3375448
2641112,02/07/2023,New York,Bronx,1780 Eastburn Ave,0,4,40.8466508,-73.8785937
2640219,02/07/2023,Maryland,Baltimore,800 block of Gretna Ct,2,27,39.2908816,-76.610759
2639780,01/07/2023,Oklahoma,Tulsa,1150 S Sheridan Rd,0,4,36.1563122,-95.9927516
2639130,30/06/2023,California,Florin,7870 Florin Rd,0,4,38.4897749,-121.40574723644673
2639623,30/06/2023,Illinois,Chicago,6300 block of S Artesian Ave,1,3,41.8755616,-87.6244212
2638784,29/06/2023,Texas,Odessa,4310 N Dixie Blvd,1,4,31.8457149,-102.367687
2638465,28/06/2023,North Carolina,Greensboro,5100 Bayberry St,3,2,36.0726355,-79.7919754
2636671,26/06/2023,Michigan,Ypsilanti,800 block of George Pl,2,2,42.241051,-83.6117646
2634835,25/06/2023,Missouri,Kansas City,5646 Prospect Ave,3,6,39.100105,-94.5781416
2635065,25/06/2023,Texas,Missouri City,7242 W Fuqua St,1,3,29.6185669,-95.5377215
2635437,25/06/2023,Ohio,Cincinnati,1233 Clay St,0,4,39.1014537,-84.5124602
2634840,25/06/2023,Indiana,Indianapolis,800 block of Broad Ripple Ave,3,1,39.7683331,-86.1583502
2634933,25/06/2023,Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,0,4,38.81050355,-76.95000596047004
2636162,25/06/2023,Mississippi,Canton,389 Ricks Dr,2,2,32.612602,-90.0367512
2634357,24/06/2023,Texas,Beaumont,1600 block of Glasshouse St,0,5,30.0860459,-94.1018461
2635243,24/06/2023,North Carolina,Asheboro,800 block of Salem Ct,0,4,35.7079146,-79.8136446
2634147,24/06/2023,Michigan,Saginaw,Fourth St and Johnson St,2,11,43.4200387,-83.9490365
